ISBN,Book_Title,Book_Author,Year_Publication,Publisher
1570826722,The Missing Music: Lift-The-Flaps (Roly Poly Lift the Flap),P. Kevin Strader,1997,Random House Childrens Pub
380805022,The Annunciate,Severna Park,2001,Eos
451195507,Judging Time (April Woo Suspense Novels (Paperback)),Leslie Glass,1999,Signet Book
059046714X,When She Hollers,Cynthia Voigt,1994,Scholastic Paperbacks
688147763,King Con: A Novel,Stephen J. Cannell,1997,Harpercollins
316989363,Aging Well: Surprising Guideposts to a Happier Life from the Landmark Harvard Study of Adult Development,George E. Vaillant,2002,Little
60219807,Who Really Killed Cock Robin?: An Ecological Mystery,Jean Craighead George,1991,HarperCollins Publishers
375500146,The Hunt Club,Bret Lott,1998,Villard Books
1551660938,Cruel Legacy,Penny Jordan,1996,Harlequin Books
3423123354,Die Insel des vorigen Tages.,Umberto Eco,1997,Dtv
425171264,Private Altars,Katherine Mosby,2000,Berkley Publishing Group
393005399,The Marxian Revolutionary Idea,Robert C. Tucker,1969,W. W. Norton &amp
451167872,A Cat in the Manger: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,1994,Signet Book
887300871,William C. Norris: Portrait of a Maverick,James C. Worthy,1987,Harpercollins
887390390,The Black Lizard Anthology of Crime Fiction,Edward Gorman,1987,Black Lizard Books
445207027,The Wizard of Sunset Strip (Wizard of 4th Street),Simon Hawke,1989,Warner Books
451525752,Christ in Concrete,Pietro Di Donato,1993,Signet Book
446527297,The Millionaires,Brad Meltzer,2002,Warner Books
944256007,AIDS and the Healer Within,Nick Bamforth,1988,Amethyst Books
688114091,Ordinary Miracles: A Novel,Linda Crew,1993,Harpercollins
139471286,Webster's New World Best Book of Aphorisms,Auriel Douglas,1989,Macmillan General Reference
345394852,Ghost of the Well of Souls (Well World),Jack L. Chalker,2000,Del Rey Books
156431099X,The United States Constitution,Benjamin Franklin,1997,Sunset Productions
312961006,The Trickster,Muriel Gray,1997,Tor Books
140172327,Metaphysics As a Guide to Morals (Penguin Philosophy S.),Iris Murdoch,1994,Penguin Books
670892475,Treasure at the Heart of the Tanglewood,Meredith Ann Pierce,2001,Viking Juvenile
689832125,Treasure Island (Aladdin Classics),Robert Louis Stevenson,2000,Aladdin
1572315652,Inside Visual C++: Updated for Version 5.0 and Internet Development (Microsoft Programming Series),David J. Kruglinski,1997,Microsoft Pr
8420449083,El Verano De LA Linterna Magicia,Fernando Martinez Gill,1996,Alfaguara Ediciones
809463520,Hauntings (Mysteries of the Unknown),Time Life,1994,Warner Books Inc
1592220010,Myth-Told Tales (Myth Adventures),Robert Asprin,2003,Meisha Merlin Pub
393041298,Back Talk: How to Diagnose and Cure Low Back Pain and Sciatica,Loren Fishman,1997,W. W. Norton &amp
807121754,The Field of Praise: New and Selected Poems,Marilyn Nelson,1997,Louisiana State University Press
28635299,The 15-Minute Gourmet : Vegetarian (15-Minute Gourmet),Paulette  Mitchell,2000,John Wiley &amp
898794773,The Writer's Essential Desk Reference,Glenda Tennant Neff,1991,F &amp
964716836,Under the Influence of Modern Medicine,Terry A. Rondberg,1998,Chiropractic Journal
8432204765,Penúltimos castigos (Biblioteca breve),Carlos Barral,1983,Seix Barral
345356381,Parapsychology: The Controversial Science,Richard S. Broughton,1991,Ballantine Books
312291426,The Marine: A Novel of War From Guadalcanal to Korea,James Brady,2003,Thomas Dunne Books
3442354161,Raphaels gute Tat.,Catherine Salton,2002,Goldmann
816736138,Ashley's Lost Angel (Forever Angels),Suzanne Weyn,1995,Troll Communications
1567313590,Why People Believe Weird Things,Michael Shermer,2000,MJF Books
1582880611,Peter Pan,J. M. Barrie,2003,Book Span
671077503,Microwave Cookbook/#07750 (Good Cooking Series),Annemarie Rosier,1986,Holiday House
1575667630,Kentucky Sunrise,Fern Michaels,2002,Kensington Publishing Corporation
2895230269,Way of the Spirit (Heartfelt),Marc Alain,2000,Modus Vivendi Publishing Inc.
8420449091,Pobre Manolito,Elvira Lindo,2001,Alfaguara Ediciones
067400633X,Public Intellectuals: A Study of Decline,Richard A. Posner,2002,Harvard University Press
155318470,Harbrace College Handbook: 1984,John C. Hodges,1984,Harcourt Brace College Publishers
044022280X,Outlaw Love,Brenda Joyce,1997,Dell
684128993,Fontaine Fox's Toonerville trolley,Fontaine Fox,1972,Scribner
1892374226,I get dressed: A fun sticker book,Leslie McGuire,1999,Weldon Owen Pub
397513119,Orthopaedic Dictionary,Stanley Hoppenfeld,1994,Lippincott Williams &amp
9722014862,Peregrinação de Barnabé das �?ndias: Romance (Colecção Autores de língua portuguesa),Mário Cláudio,1998,Publicações Dom Quixote
689845642,PredicKtions,John Halliday,2003,Margaret K. McElderry
1889833592,New England Nature Watch: A Month-by-Month Guide to the Natural World Around Us,Tom Long,2003,Commonwealth Editions
553812866,Foreign Affairs,Patricia Scanlan,2003,Trafalgar Square
743508203,Blessings from the Other Side,Sylvia Browne,2001,Sound Ideas
515055654,Money Magic/Marriag,Barbara Cartland,1980,Jove Books
671519867,GRIEF STREET (Neil Hockaday Mystery),Thomas Adcock,1997,Atria
345308909X,Der Klient.,John Grisham,1995,Heyne
812035232,J.R.R. Tolkien's the Hobbit and the Lord of the Rings (Barrons Book Notes),Anne M. Pienciak,1986,Barron's Educational Series
451117646,Yesterday's Tears,Susannah Leigh,1982,New American Library
671741519,Sundog (Contemporary Classics (Washington Square Press)),Jim Harrison,1991,Washington Square Press
1862082308,Look After Your Pets (Funfax S.),Chris Madsen,1997,Dorling Kindersley
312926065,The Down East Murders,J. S. Borthwick,1991,St. Martin's Press
141439734,The Strange Case of Dr. Jekyll and Mr. Hyde: And Other Tales of Terror (Penguin Classics),Robert Louis Stevenson,2003,Penguin Books
330333542,Silverstone,Bob Judd,1994,Pan Macmillan
393322874,The God of Nightmares,Paula Fox,2002,W. W. Norton &amp
441813100,Tnt,Doug Masters,1985,Berkley Pub Group (Mm)
446405264,Twenty Blue Devils (Gideon Oliver Mysteries (Paperback)),Aaron Elkins,1997,Mysterious Press
809246376,Superstrings and the Search for the Theory of Everything,F. David Peat,1988,McGraw-Hill
933377339,The Fearless Flyer: How to Fly in Comfort and Without Trepidation,Cherry Hartman,1995,Eighth Mountain Press
821768255,Lady Hilary's Halloween (Zebra Regency Romance),Mona Gedney,2001,Kensington Publishing Corporation
067991384X,Grover's 10 Terrific Ways to Help Our Wonderful World (Picturebacks),Anna Ross,1992,Random House Children's Books
451155025,The Amateur Magician's Handbook,Henry Hay,1983,Signet Book
789455455,Eyewitness Travel Guide to Japan,Dorling Kindersley Publishing,2000,Dorling Kindersley Publishing
899062857,The Gordian Knot: A Novel,M. Arbel,1997,Artscroll
157322751X,Shakespeare: The Invention of the Human,Harold Bloom,1999,Warner Books
385188234,The Ivy Crown,Mary M. Luke,1984,Doubleday Books
517597969,A Marriage Made at Woodstock,Cathie Pelletier,1994,Random House Inc
684859300,Change Your Life Without Getting Out of Bed : The Ultimate Nap Book,Sark,1999,Fireside
312890249,Prince Ombra,Roderick MacLeish,1994,Orb Books
812534417,Cat on a Blue Monday : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1994,Forge Books
523421796,Informed Consent,Neil Ravin,1984,Pinnacle Books
671729063,SOMETHING WONDERFUL,Judith McNaught,1990,Pocket
811211282,A Draft of Xxx Cantos (New Directions Paperbook),Ezra Pound,1990,New Directions Publishing Corporation
2020301016,Hier,Agota Kristof,1996,Seuil
395240840,A Field Guide to the Mammals: North America North of Mexico (Peterson Field Guides (Paperback)),William Henry Burt,1976,Houghton Mifflin Co
202054296X,L'Envoi Des Anges,Micheal Connelly,2002,Distribooks Inc
671698540,The IDENTITY MATRIX,Jane Chalker,1989,Baen
962464864,Chicken Tractor: The Permaculture Guide to Happy Hens and Healthy Soil,Andy Lee,1998,Good Earth Publications
1857029763,Children of Light,English,1999,Trafalgar Square
373691351,Say You Want Me,Cindi Myers,2003,Harlequin
380978423,The Body in the Moonlight: A Faith Fairchild Mystery,Katherine Hall Page,2001,William Morrow &amp
067088734X,There's No Business Like Your Own Business : Six Practical and Holistic Steps to Entrepreneurial Success,Gladys Edmunds,2000,Penguin Putnam
042519518X,Flight of the Old Dog,Dale Brown,2003,Berkley Publishing Group
093706436X,Golden Message,Maoshing Ni,1992,Shrine of the Eternal Breath of Tao
812522567,Santiago : A Myth of the Far Future (Santiago),Mike Resnick,2004,Tor Books
037603078X,Making the Most of Your Own Backyard,Sunset Books,1996,Sunset Publishing Corporation
517559501,The original Hitchhiker radio scripts,Douglas Adams,1985,Harmony Books
399201440,Little Toot,Hardie Gramatky,1959,Putnam Publishing Group
733607969,You don't have to be born brilliant: How to design a magnificent life,John McGrath,2000,Hodder Headline Australia
3908247349,Nan Goldin: The Other Side 1972-1992,Nan Goldin,2000,Scalo Verlag Ac
186374522X,Bill's Bull (The Tricky Truck Track Series),Amanda Graham,2000,Era Publications
446608882,Bird Watching : On Playing and Coaching the Game I Love,Larry Bird,2000,Warner Books
449225089,Seven Tear for Apollo,Phyllis A. Whitney,1975,Fawcett Books
520078748,Epistemology of the Closet,Eve Kosofsky Sedgwick,1992,University of California Press
446675784,Parable of the Talents,Octavia E. Butler,2000,Aspect
373250215,Burning The Map,Laura Caldwell,2002,Red Dress Ink
446602086,The Proud and the Free,Janet Dailey,1995,Warner Vision
743203984,Flu : The Story Of The Great Influenza Pandemic,Gina Kolata,2001,Touchstone
067399001X,James K. Polk and the Expansionist Impulse (Library of American Biography),Sam W. Haynes,1997,Addison-Wesley
716727250,The Quark and the Jaguar: Adventures in the Simple and the Complex,Murray Gell-Mann,1995,Henry Holt &amp
816722277,New Kids on the Block Trivia Quiz Book,Michael Teitelbaum,1991,Troll Communications
843944382,High Energy,Dara Joy,1998,Leisure Books
375758860,This Side of Paradise (Modern Library Classics),F. Scott Fitzgerald,2001,Modern Library
28461800,DIALOGUE CONCERNING NATURAL RELIGION (Hafner Library of Classics),David Hume,1970,Free Press
140298401,Forever Liesl: A Memoir of the Sound of Music,Charmian Carr,2001,Penguin Books
618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company
140446389,Herodotus: The Histories (Penguin Classics),Herodotus,1996,Penguin Books
740718665,Coast To Coast Ghosts,Leslie Rule,2001,Andrews McMeel Publishing
037580661X,To Fly with Dragons (Sparkle Storybooks),Justine Kerman,2000,Random House Books for Young Readers
057119995X,The World's Wife : Poems,Carol Ann Duffy,2001,Faber &amp
618082344,Writing in General and the Short Story in Particular,L. Rust Hills,2000,Mariner Books
862421497,Your Rights 1994-95: A Guide to Money Benefits for Older People,Sally West,1994,Age Concern Books
8817867012,Privacy,Furio Colombo,2001,Rai Eri
500050643,Reading Egyptian Art: A Hieroglyphic Guide to Ancient Egyptian Painting and Sculpture,Richard H. Wilkinson,1992,Thames &amp
299094944,Daily Life in Johnson's London,Richard Schwartz,1984,University of Wisconsin Press
806505567,The Great Adventure Films,Tony Thomas,1976,Carol Pub Group
688129587,Jewish Wisdom,Joseph Telushkin,1994,William Morrow
312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press
441374212,Island of Dr.Moreau,H.G. Wells,1977,Ace Books
006028305X,The Witch Who Was Afraid of Witches (I Can Read),Alice Low,1999,HarperCollins Publishers
3404147472,Die f�?¼nfte Offenbarung.,Pierre Billon,2002,L�?¼bbe
895775980,I Can Paint (Look at Me!),Sarah Hewetson,1996,Random House Value Pub
451528905,Don Quixote,Miguel De Cervantes Saavedra,2003,Signet Classics
27563405,When Grownups Drive You Crazy,Eda Leshan,1988,Simon &amp
671746324,HERBS FOR COMMON AILMENTS,Anne McIntyre,1992,Fireside
881010820,The Phantom of the Opera,Gaston Leroux,1990,Unicorn Pub House
9050180590,'n Hollandse stadsguerrilla: Terugblik op de Rode Jeugd,Frans Dekkers,1988,Balans
089296670X,The Revenge of Kali-Ra,K. K. Beck,1999,Mysterious Press
307131807,Barbie: My Favorite Teacher (Career Series),Diane Muldrow,1998,Golden Books
140254560,Orson Welles: The Road to Xanadu,Simon Callow,1997,Penguin Books
70477922,When the Music Stopped,Elisabeth Ogilvie,1989,McGraw-Hill
449214141,Power of the Sword,Wilbur A. Smith,1990,Fawcett Books
067945814X,A Reporter's Life,Walter Cronkite,1997,Random House Audio
1560523018,Telephone Skills from A to Z: The Telephone \Doctor\ Phone Book (A Fifty-Minute Series Book),Nancy J. Friedman,1994,Crisp Publications
1871676193,Sarah and Paul Have a Visitor: Discover about the Lord Jesus Christ,Derek Prime,1991,Christian Focus Publications
553096540,The Seventh Moon,Marius Gabriel,1999,Bantam Dell Pub Group
670862215,Dead As a Dodo: A Homer Kelly Mystery (Viking Mystery Suspense),Jane Langton,1996,Viking Books
789440040,DK Readers: Little Ballerina (Level 2: Beginning to Read Alone),Sally Grindley,1998,Dorling Kindersley Publishing
451456661,Son of Darkness,Josepha Sherman,1998,Roc
1569714452,Buffy the Vampire Slayer: Bad Blood,Andi Watson,2000,Dark Horse Comics
505520761,Cupid's Kiss (Love Spell),Patricia Hagan,1996,Leisure Books
824910710,America the Beautiful,Ideals Publications Inc,1990,Ideals Publications
1565115384,Secret Life of Bees,Sue Monk Kidd,2002,Penguin Highbridge
60911247,Smart Times: A Parent's Guide to Quality Time With Preschoolers,Kent Burtt,1984,Harpercollins
007882298X,Windows Nt 4 Programming from the Ground Up,Herbert Schildt,1997,McGraw-Hill Osborne Media
743445201,Witchblade: Demons,Mike Baron,2003,I Books
425117758,Perfect Little Angels,Andrew Neiderman,1992,Berkley Pub Group
1873176643,No Gods No Masters (No Gods No Masters),Daniel Guerin,1997,AK Press
1566471834,Secret Obake Casebook,Glen Grant,1997,Mutual Publishing
140186832,A Portrait of the Artist As a Young Man (Twentieth-Century Classics),James Joyce,1993,Penguin Books
399136738,Hideaway,Dean R. Koontz,1992,Putnam Pub Group
515073687,The Grand Sophy,Georgette Heyer,1983,Jove Books
723205957,The Tale of Benjamin Bunny,Beatrix Potter,1985,Frederick Warne
821726994,Kiss of the Night Wind,Janelle Taylor,1989,Zebra Books
1563632012,Physicians' Desk Reference 1997 (51st ed. Issn 0093-4461),Medical Economics,1996,Thomson P D R
131726021,CORBIE,William Mayne,1986,Simon &amp
830816623,Naturally Gifted: A Self-Discovery Workbook,Gordon Jones,1994,Intervarsity Pr
446525324,Your Best Year Yet!: A Proven Method for Making the Next Twelve Months the Most Successful Ever,Jinny Ditzler,1998,Warner Books Inc
451207246,How to Murder a Millionaire,Nancy Martin,2002,Signet Book
812570219,Cat in a Midnight Choir : A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,2003,Forge Books
1559705213,Sex in the Future : The Reproductive Revolution and How it Will Change Us,Robin Baker,2000,Arcade Publishing
3423204125,Die Braut des gr�?¼nen Ritters.,Vera Chapman,2001,Dtv
373123302,A Ruthless Passion  (Passion),Robyn Donald,2003,Harlequin
374114994,Blu's Hanging,Lois-Ann Yamanaka,1997,Farrar Straus Giroux
752261703,The Ultimate \Time Team\ Companion,Tim Taylor,2001,Channel 4 books
446360988,Song of Songs,Beverley Hughesdon,1991,Warner Books
515090204,The Berets (Brotherhood of War Book V),W. E. B. Griffin,1991,Jove Books
575042729,Possession,Peter James,1988,V. Gollancz
1878067990,Nowle's Passing: A Novel,Edith Forbes,1997,Seal Press (WA)
931773288,Eva,Lb Melchior,1985,Critics Choice Paperbacks/Lorevan Publishing
446671940,How to Stay Single Forever,Jenny Lombard,1997,Warner Books
2264000198,Parole de la nuit sauvage,Lou Reed,1996,Editions 10/18
877736324,Wisdom of No Escape,PEMA CHODRON,1991,Shambhala
394528484,Quest for Karla,John Le Carre,1982,Random House Inc
038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
871137119,Hullabaloo in the Guava Orchard,Kiran Desai,1998,Pub Group West
1586635824,Celebrating Mothers : A Book of Appreciation,Glorya Hale (ed),2002,MetroBooks
553574027,Antarctica,KIM STANLEY ROBINSON,1999,Bantam
816743134,Mystery of the Fire in the Sky (Mystery Solvers),Gloria Skurzynski,1997,Troll Communications
9723702568,As avessas (Peninsulares),Vasco Pulido Valente,1990,Assírio &amp
679778454,Jesse: The Life and Pilgrimage of Jesse Jackson,Marshall Frady,1997,Random House Inc
590484273,O Jerusalem,Jane Yolen,2001,Scholastic Paperbacks
758204116,The Way It Is,Patrick Sanchez,2003,STRAPLESS
802135781,Sexing the Cherry,Jeanette Winterson,1998,Grove Press
884190609,Joy!,Barbara Evans,1973,Creation House
842339558,The Man of the Desert (Grace Livingston Hill #63),Grace L. Hill,1991,Tyndale House Publishers
185326427X,The Works of James Joyce,James Joyce,1999,NTC/Contemporary Publishing Company
307302113,Richard Scarry's Best Balloon Ride Ever!,Golden Books Little,1995,Golden Books
809236990,Lasagna,Jack  Pizarello Bishop,1994,McGraw-Hill/Contemporary Books
809435535,One day in the life of Ivan Denisovich (Time reading program special edition),Aleksandr Isaevich Solzhenitsyn,1981,Time-Life Books
140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper)
380979004,Acorna's Triumph: The Further Adventures of the Unicorn Girl,Anne McCaffrey,2004,Eos
312088353,Latin Moon in Manhattan : A Novel (Stonewall Inn Editions),Jaime Manrique,1993,St. Martin's Griffin
385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday
821760076,Crossed Quills (Zebra Regency Romance),Carola Dunn,1998,Zebra Books
316507415,How Good Do We Have to Be?: A New Understanding of Guilt and Forgiveness,Harold S. Kushner,1996,Little Brown &amp
743532473,MIND PREY,John Sanford,2003,Encore
312119941,Family Story: A Novel,Alison Scott Skelton,1995,St Martins Pr
380758148,Martian Viking,Tim Sulivan,1991,Avon Books
553053337,Press On: Further Adventures in the Good Life,Chuck Yeager,1988,Bantam Dell Pub Group
821207296,Polaroid Land photography,Ansel Adams,1978,New York Graphic Society
453008488,Selections from Skeleton Crew (Penguin Audiobooks),Stephen King,1994,Highbridge Audio
385179995,Conversations With Isaac Bashevis Singer,Isaac Bashevis Singer,1985,Bookthrift Co
312523262,Life and Death of the Mayor of Casterbridge: A Story of a Man of Character (Hardy New Wessex Editions),Thomas Hardy,1977,St Martins Pr
671675621,Patriots,A.J. Langguth,1989,Simon &amp
934678898,Barbie Unbound: A Parody of the Barbie Obsession,Sarah Strohmeyer,1997,New Victoria Publishers
969168705,Sound Therapy for the Walk Man,P. Joudry,1984,Steele &amp
345449118,I Am Alive! : A United States Marine's Story of Survival in a World war II Japanese POW Camp,CHARLES JACKSON,2003,Presidio Press
440984408,Swiss Family Robinson,Johann Wyss,1966,Laurel-Leaf Books
671042475,Megan,Linda Lael Miller,2000,Pocket
156005565,Catapult: Harry and I Build a Siege Weapon,Jim Paul,1997,Harvest Books
875427251,Crystal Power (Llewellyn's Psi-tech series),Michael G. Smith,1980,Llewellyn Pubns
091576590X,When Your Corporate Umbrella Begins to Leak: A Handbook for White Collar Re-Employment,Paul D. Davis,1991,National Press Books
892962135,Fourth Durango,Ross Thomas,1989,Mysterious Press
080507063X,Spiderweb for Two: A Melendy Maze,Elizabeth Enright,2002,Henry Holt and Co. (BYR)
874518679,Vermonters: Oral Histories from Down Country to the Northeast Kingdom,Ron Strickland,1998,University Press of New England
1561443603,Jack and the Beanstalk,Lloyd Birmingham,1993,Modern Publishing
590429884,The Little Mermaid (Walt Disney Classic),Jan Carr,1989,Scholastic Paperbacks (T)
877851212,Introduction to Swedenborgs Religious Thought,J. Howard Spalding,1973,Steiner Books
067100672X,Ernest Hemingway's for Whom the Bell Tolls: A Critical Commentary (Monarch Notes),Ernest Hemingways,1983,Monarch Press
1585421499,Hope's Edge: The Next Diet for a Small Planet,Frances Moore Lappe,2002,Jeremy P. Tarcher
451407946,The Offer,Catherine Coulter,1997,Signet Historical Romance
1590381564,After Goliath: A Spider Latham Mystery,Liz Adair,2003,Deseret Book Company
089954505X,Endangered Baby Animals,Antioch,1991,Antioch Publishing Company
1558740406,Perfect Daughters,Robert Ackerman,1989,HCI
2702124283,J'accuse l'économie triomphante,Albert Jacquard,1995,Calmann-Lévy
373227124,Under Lock And Key,Sylvie Kurtz,2003,Harlequin
786000473,To Touch the Light,Kevin D. Randle,1994,Pinnacle Books
8804401745,Va' dove ti porta il rospo (Biblioteca umoristica Mondadori),Giorgio Forattini,1995,A. Mondadori
64432572,Under the Sunday Tree,Eloise Greenfield,1991,HarperTrophy
425182088,An Angel to Die for,Mignon F. Ballard,2001,Berkley Publishing Group
879973862,Pursuit of the screamer,Ansen Dibell,1978,Daw Books
2010203194,Les Aventures D'Arsene Lupin,Maurice Leblanc,1996,Distribooks Inc
525188398,Rascal,Sterling North,1984,Dutton Books
354824971X,Harte Nuss.,Diane Mott Davidson,2000,Ullstein Tb
553254456,Gestalt Therapy,Frederick S. Perls,1983,Bantam Books
1879682281,Uncle John's 5th Bathroom Reader,Bathroom Readers' Institute,1992,Bathroom Reader Press
60164832,Theo and Matilda: A Novel,Rachel Billington,1991,Harpercollins
1930754213,The Street of Four Winds,Andrew Lazarus,2002,Durban House Publishing
441003257,Good Omens,Neil Gaiman,1996,Ace Books
917102843,All About Lawns: South,Not Applicable (Na ),1979,Meredith Books
1586601245,Florida: Four Inspiring Love Stories from the Sunshine State,Eileen M. Berger,2001,Barbour Bargain Books
089919429X,Jack Rivers and Me,Paul Radley,1986,Ticknor &amp
684808099,ANYTHING YOUR LITTLE HEART DESIRES : An American Family Story,Patricia Bosworth,1997,Simon &amp
870118072,Origami for Christmas,Chiyo Araki,1987,Kodansha America
1930285000,How to Develop a Powerful Prayer Life,Gregory R. Frizzell,2000,Master Design
446677493,Hope Is the Thing with Feathers : A Personal  Chronicle of Vanished Birds,Christopher Cokinos,2001,Warner Books
8520909833,A folha dobrada: Lembranças de um estudante,Goffredo da Silva Telles Júnior,1999,Editora Nova Fronteira
671019732,A Lady of the West,Linda Howard,1997,Pocket
60177268,The Trouble With Thin Ice (Simona Griffo Mysteries (Hardcover)),Camilla T. Crespi,1994,HarperCollins Publishers
749287020,An Introduction to the Humanities: The Colosseum (Block 2),J. Huskinson,1999,Open University Worldwide
067162377X,RECON,G.H. Frost,1987,Pocket
316176923,Batman and Robin,Alan Grant,1997,Little Brown &amp
009905860X,Gateway to Hell,Dennis Wheatley,1974,Arrow
312276966,The Forger,Paul Watkins,2001,Picador USA
773760687,Olivo Oliva: A novel,Philippe Poloni,1999,Stoddart
155817611X,Rites of Burial,Tom Jackman,1992,Pinnacle Books
394829654,Not on a White Horse,Nancy Springer,1989,Random House Childrens Books
345291689,Close to Critical,Hal Clement,1980,Del Rey Books
1551666855,The Love Knot,Rebecca Brandewyne,2003,Mira
312272766,Plan B,Jonathan Tropper,2001,St. Martin's Griffin
679406220,Mortals: A Novel,Norman Rush,2003,Alfred A. Knopf
863183530,Breast Feeding Your Baby,Sheila Kitzinger,1989,Dorling Kindersley
1841490091,Sten 3: The Court of a Thousand Suns (Sten),Chris Bunch,2002,Orbit Book Co.
055326205X,Full Fathom Five,Bart Davis,1987,Bantam Books
425191079,A Picture of Guilt,Libby Fischer Hellmann,2003,Berkley Publishing Group
425132889,We Are Not Forgotten: George Anderson's Messages of Love and Hope from the Other Side,Joel Martin,1994,Berkley Publishing Group
451409450,Darkness Bound,Larry Brooks,2000,Onyx Books
465014909,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,2000,Basic Books
812534433,Eternity's End,Jeffrey Carver,2001,Tor Books
082171774X,Second Voyage of Seventh Carrier,Peter Albano,1986,Zebra Books
345430727,Tales from the White Hart,Arthur C. Clarke,1998,Del Rey
440980429,Some Kind of Wonderful,David Bischoff,1987,Laurel-Leaf Books
671542079,The Pale Horse,Agatha Christie,1985,Pocket
849932637,Adrenalin and Stress,Archibald D. Hart,1991,Thomas Nelson Inc
1878044885,Love Matters: Award winning Short Stories,Wilfried G. Lippmann,2001,Mayhaven Pub
1582432538,The Aztec Treasure House: New and Selected Essays,Evan S. Connell,2002,Counterpoint Press
140386351,A Girl Named Disaster,Nancy Farmer,1998,Puffin Books
553269216,Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,1985,Starfire
395291011,The Amazing Pig: An Old Hungarian Tale,Paul Galdone,1981,Houghton Mifflin Company
809232731,\And Then Fuzzy Told Seve...\: A Collection of the Best True Golf Stories Ever Told (And Then Jack Said to Arnie... (Hardcover)),Don Wade,1996,McGraw-Hill
069620360X,Better Homes and Gardens Country Pleasures: Christmas at Home (Christmas at Home),Better Homes and Gardens,1994,Meredith Books
553472453,Graveyard Shift and Other Stories from Night Shift,Stephen King,1994,Random House
030723116X,Early Bird on Sesame Street,Linda Hayward,1992,Western Pub. Co.
671540661,Shadow of the Torturer,Gene Wolfe,1984,Pocket
449150011,Dead Duck (Sam and Hollis Mystery),Helen Chappell,1997,Fawcett Books
786881267,Jesus CEO : Using Ancient Wisdom for Visionary Leadership,Laurie Beth Jones,1996,Hyperion
380816547,Island of the Sequined Love Nun,Christopher Moore,2000,Perennial
886776074,Star of Danger,Marion Zimmer Bradley,1994,Daw Books
140094210,American Talk: The Words and Ways of American Dialects,Robert Hendrickson,1987,Penguin USA
307301257,All my chickens (A little golden book),Robert Kraus,1993,Western Pub. Co
262571218,Darwin's Dreampond: Drama on Lake Victoria,Tijs Goldschmidt,1998,The MIT Press
441067956,Bloodlist (Vampire Files (Paperback)),P.N. Elrod,1990,Ace Books
158062622X,A Cup of Comfort for Friends: Stories That Celebrate the Special People in Our Lives,Colleen Sell,2002,Adams Media Corporation
373201133,There'S Something About A Cowboy (By Request),Candace Schuler,1995,Harlequin
689307799,It's Going to Rain,Ada Bassett Litchfield,1983,Simon &amp
1561797316,A Time to Cherish (Christy Miller),Robin Jones Gunn,1999,Focus on the Family Publishing
307301133,My little book of bugs (A Golden tell-a-tale book),Maida Silverman,1993,Western Pub. Co
8484501507,Perdida En Su Memoria,Mary Higgins Clark,1997,Debols!llo
486258106,First Spanish Reader: A Beginners Dual-Language Book (Beginners' Guides),Angel Flores,1989,Dover Publications
880793465,Rider Waite Tarot,Arthur Edward Waite,1975,U.S. Games Systems
3453119401,Das Rad der Zeit 14. Stadt des Verderbens.,Robert Jordan,1997,Heyne
140433449,The Duke's Children (Penguin Classics),Anthony Trollope,1996,Penguin USA
345307135,Garfield Treasury,Jim Davis,1982,Ballantine Books
553576119,Star Wars Darksaber,Kevin J. Anderson,1996,Bantam
812516028,Dark Satanic,Marion Zimmer Bradley,1988,Tor Books (Mm)
671748882,The Red Horseman,Stephen Coonts,1994,Pocket
912020415,Communion in solitude: Mexico from the corner of an eye,Michael Anderson Bradley,1975,Scrimshaw Press
821720066,Love Song on a Chinese Flute,Charlot Ogilvie,1987,Kensington Pub Corp (Mm)
156971245X,Aliens: Labyrinth (Dark Horse Collection.),Jim Woodring,1997,Dark Horse Comics
619016000,70-217: MCSE Guide to Microsoft Windows 2000 Active Directory,Tillman Strahan,2001,Course Technology
312039549,Willie: The Life of W. Somerset Maugham,Robert Calder,1990,St Martins Pr
60665122,Answering God: The Psalms as Tools for Prayer,Eugene H. Peterson,1991,HarperSanFrancisco
374518653,The Collected Stories of Colette,Robert G. Phelps,1984,Farrar
671691511,Fun With Dirk and Bree,Alice Kahn,1991,Simon &amp
702226262,The unusual life of Tristan Smith,Peter Carey,1994,University of Queensland Press
140206566,Check Your Own I. Q. (Pelican S.),H.J. Eysenck,1969,Penguin Books Ltd
1565102185,Work: Opposing Viewpoints (Opposing Viewpoints),Scott Barbour,1994,Greenhaven Press
689808933,BILLY DOG'S BAD DAY: BUSY WORLD RICHARD SCARRY #3 (The Busy World of Richard Scarry),Richard Scarry,1996,Simon Spotlight
1565547063,See You at the Top: 25th Anniversary Edition,Zig Ziglar,2000,Pelican Publishing Company
